Name	Control	Control	Control	Control	Control	Control	Control	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient
RNU6-1227P	2.01205	2.30484	2.40345	2.3088599999999997	2.13627	2.12491	2.00204	2.5359700000000003	2.1574400000000002	2.69426	1.9566	2.25354	1.9828599999999998	2.35235	2.58471	2.17983	1.75204	2.3395	2.6329	2.50822	2.25148
WDR48	6.12098	6.4208099999999995	6.41559	6.26887	6.2895900000000005	6.37735	6.28895	6.01815	6.296209999999999	6.10571	6.33265	6.07752	6.25725	6.6181600000000005	6.07437	6.51708	5.95407	6.04445	6.33475	6.14197	5.93617
TTC21A	2.45043	2.8927099999999997	2.62561	2.30737	2.7130400000000003	2.55233	2.53483	2.8134	2.9832400000000003	2.5278400000000003	2.36888	2.56878	2.4495400000000003	2.42351	2.60472	2.54822	2.61815	2.41941	2.57369	2.48529	2.3425700000000003
CCR8	3.05225	4.11295	2.9463	3.1731599999999998	3.71967	3.3521300000000003	3.13227	2.71812	3.05017	3.4152	3.08176	2.67773	3.0769900000000003	2.9805099999999998	2.67122	2.93648	2.7517099999999997	3.3062300000000002	2.86174	2.56718	2.69227
---	1.5262799999999999	1.15115	1.3324799999999999	1.2983	0.811575	1.2493299999999998	1.21123	0.896481	1.40002	1.45674	1.11228	1.7206599999999999	1.19484	1.2629700000000001	1.08575	1.4735	1.45088	1.3159399999999999	1.44764	1.79528	1.44682
SLC25A38	6.14738	5.99889	5.9659	6.096080000000001	6.23605	6.17966	5.9466	5.09042	5.761480000000001	5.87165	5.05195	6.46274	5.46362	5.88218	5.237080000000001	5.85061	5.31245	5.87526	5.95014	5.95653	5.7129199999999996
RPSA	8.058860000000001	7.681889999999999	7.797999999999999	8.1107	8.31882	8.35384	8.4348	7.31377	8.51638	6.99125	7.57135	8.78089	7.91665	8.97897	7.662560000000001	7.804119999999999	7.399189999999999	8.35375	8.823839999999999	8.03656	8.022960000000001
SNORA6	4.02002	4.16708	4.13365	3.87762	4.84743	4.55532	4.44459	3.9226300000000003	4.298019999999999	3.4592099999999997	4.0875699999999995	3.7653800000000004	4.0823	4.64611	3.7485199999999996	3.73915	3.9612300000000005	4.22487	4.60559	4.30273	3.86683
SNORA62	5.35694	5.172630000000001	4.98201	4.67079	5.54446	4.96207	5.4309199999999995	4.7404	5.2064699999999995	1.82942	4.91868	4.83366	4.72128	4.346830000000001	3.91442	4.29045	4.01774	5.59666	5.3038	4.48082	3.74205
MOBP	2.88761	2.46497	2.75061	2.48538	2.67987	2.50878	2.7957400000000003	2.70837	2.50779	3.04264	2.9260900000000003	2.68647	2.47874	2.53131	2.77923	2.5935	3.05072	2.71005	2.54984	2.69786	2.68647
MYRIP	2.63079	2.4717	2.59342	2.5381400000000003	2.6257	2.4991	2.616	2.5317	2.3846700000000003	2.62396	2.77623	2.88805	2.7256299999999998	2.5804	2.62396	2.45675	2.63991	2.73527	2.5324400000000002	2.78628	2.81592
RNU4-56P	1.13697	1.0828	1.05152	0.9753069999999999	0.8292719999999999	1.02459	0.9634520000000001	1.2751	0.738991	1.02459	1.12198	0.9818110000000001	1.1145200000000002	1.02459	1.07175	1.1250799999999999	0.8915870000000001	1.02459	0.9592370000000001	1.0851899999999999	0.860506
RN7SL411P	2.22155	2.33308	2.58917	2.73045	1.9122	2.4294599999999997	2.41418	2.6225	2.2143599999999997	2.6452400000000003	2.50847	2.33196	2.2850900000000003	2.0621099999999997	2.3681400000000004	2.1390000000000002	2.36732	2.1208299999999998	1.9364400000000002	2.14134	2.37224
---	2.21853	2.10206	1.72545	1.98069	1.85749	1.84447	1.9680099999999998	1.88752	2.14812	2.58605	2.00828	1.9680099999999998	1.66703	1.9589599999999998	1.72924	2.15755	1.67186	1.9680099999999998	1.6681099999999998	2.11346	1.9680099999999998
EIF1B	6.21945	5.9951	5.93119	6.01468	5.40172	5.4879	5.6847900000000005	6.11141	5.491680000000001	7.50673	5.80532	6.258369999999999	5.94971	5.6088	5.910819999999999	6.51811	6.67635	5.99401	6.969130000000001	6.8577699999999995	5.65814
ENTPD3	1.98417	2.33995	1.6766	2.2397299999999998	2.3397799999999997	2.2839099999999997	2.1621599999999996	2.4744099999999998	2.2282599999999997	2.0396	2.17332	2.2374099999999997	2.27814	1.64956	2.40409	1.96633	2.18451	2.28057	2.1621599999999996	2.23414	1.87943
RPL14	6.00288	5.96968	5.95233	5.91352	6.06564	6.08024	6.001180000000001	5.395169999999999	6.00857	5.15318	5.79649	6.12448	5.71529	6.42314	5.46462	5.38856	5.36414	5.89467	6.12056	5.9427	5.76514
ZNF619	4.633	4.380240000000001	4.64869	4.16047	4.603330000000001	4.3925	4.4478	4.66445	4.69905	4.02376	4.24742	4.07587	4.2762400000000005	4.32342	4.42055	4.28643	4.06645	4.51224	4.23139	4.32833	3.7437699999999996
ZNF620	3.7545900000000003	3.8628099999999996	4.04563	3.8178300000000003	3.9730800000000004	3.98306	3.9329	3.91745	4.18468	3.47177	3.89132	3.93965	4.0384400000000005	3.89088	3.89656	3.83302	3.7937800000000004	4.01856	3.76807	3.87301	3.7265800000000002
ZNF621	4.95925	5.0951900000000006	5.070469999999999	4.666580000000001	5.17601	4.8794900000000005	5.01138	4.90137	5.16196	4.6818599999999995	4.9830000000000005	4.94109	4.94819	4.95706	4.89175	4.73434	4.87988	4.91972	4.94819	5.10609	4.919630000000001
RPS27	8.25206	7.07218	7.6784300000000005	9.04205	8.227260000000001	8.93437	8.83259	7.724139999999999	9.51503	7.893269999999999	7.528169999999999	9.68859	8.22227	10.3527	7.86119	8.46042	8.41693	8.339839999999999	9.04614	9.0267	8.540610000000001
CTNNB1	7.87799	7.992310000000001	8.007719999999999	7.90888	7.9814300000000005	7.985289999999999	8.032110000000001	8.34202	7.974819999999999	7.592219999999999	8.38681	7.304460000000001	8.15879	7.9419	8.42516	8.081430000000001	7.978269999999999	7.75029	8.06415	7.62268	7.671069999999999
TRAK1	5.84957	6.10924	5.79442	5.844040000000001	6.10149	5.99116	6.02946	5.83795	5.93826	5.728219999999999	5.996919999999999	5.85277	6.04105	5.7449	6.26966	5.85962	6.0445400000000005	5.76647	5.8978	5.91541	6.06706
RNU4-78P	4.3931	4.63152	4.41075	4.27273	4.76138	4.42092	4.4172	4.47197	4.0313300000000005	4.36456	4.3215699999999995	4.31229	4.65834	4.50608	4.42991	4.16756	4.37692	4.29402	4.36308	4.41075	4.61555
VIPR1	5.91574	5.24406	5.26844	5.260330000000001	5.707669999999999	5.683269999999999	5.382680000000001	4.44977	5.086530000000001	5.20603	4.98183	5.16589	5.11753	4.9257599999999995	4.68029	5.2616	4.9173800000000005	5.40461	5.0441199999999995	5.2403	5.36282
SS18L2	5.48294	5.48345	5.58174	5.75137	5.535909999999999	5.95578	5.70254	5.52237	5.9227300000000005	5.40299	5.61529	6.57568	5.67497	6.60515	5.47985	5.58215	5.44745	5.78256	6.1037	6.08127	5.8173699999999995
NKTR	6.53472	6.9020399999999995	6.82177	6.52665	7.00696	6.711589999999999	6.90601	6.3177900000000005	6.16777	5.9478800000000005	6.42253	6.1338099999999995	6.17725	6.682930000000001	6.43093	6.322430000000001	6.26077	6.48153	6.2295300000000005	6.45448	6.0951900000000006
ZBTB47	5.29537	4.9842699999999995	5.13724	5.16063	5.14956	5.32287	5.10013	5.2268099999999995	4.80694	5.14711	5.24293	5.11014	5.13361	4.79197	5.21771	5.15866	5.34614	5.19196	4.540830000000001	5.2347	5.37191
KLHL40	3.57243	3.68135	3.7875	3.75443	3.8401199999999998	3.7606699999999997	3.83958	3.77432	3.6636800000000003	4.00526	3.81115	4.033919999999999	3.9005699999999996	3.33811	3.64981	3.8478	3.7608	3.99956	3.34499	3.82111	3.75095
ACKR2	2.59878	2.3737	2.79772	2.61711	2.66337	2.78713	2.69937	2.4957	2.63805	2.8996	2.50115	3.01126	2.7465900000000003	2.5794	2.46239	2.36167	2.45341	2.66186	2.39447	2.63604	2.68378
ZNF662	3.7248900000000003	3.6718	3.43495	3.64629	3.7165199999999996	3.5459300000000002	3.4112400000000003	3.38513	3.38047	3.2997099999999997	3.3864199999999998	3.57865	3.38421	3.3864199999999998	3.31914	3.22484	3.22185	3.2353099999999997	2.87738	3.31465	3.21561
FAM198A	3.46654	3.4945199999999996	3.1558599999999997	3.6928400000000003	3.52417	3.56216	3.78413	3.4635800000000003	3.59208	3.5621099999999997	3.59239	3.8100400000000003	3.5067800000000005	3.19011	3.54863	3.6031800000000005	3.6217900000000003	3.9299199999999996	3.4735099999999997	3.5594900000000003	3.45575
---	2.5893900000000003	2.28708	2.30344	2.4245400000000004	2.39019	2.22757	2.307	2.1533599999999997	2.05953	2.6322799999999997	2.35319	1.6891900000000002	2.6286099999999997	2.12111	2.4802	2.65378	2.35167	2.39424	2.13394	2.23133	2.44712
SNRK	8.77973	8.65948	8.819510000000001	8.708789999999999	8.6786	8.5714	8.57504	8.45203	8.421380000000001	8.55696	8.31109	7.110860000000001	8.42336	8.19027	8.45203	8.66191	8.397039999999999	8.27109	7.66096	7.8574	8.30125
RN7SL517P	7.999739999999999	7.996919999999999	8.26404	7.817639999999999	8.10368	7.90155	7.867380000000001	7.71645	7.347989999999999	7.90239	7.47295	6.8481	7.91255	7.081739999999999	7.730180000000001	7.7013300000000005	7.77073	7.66529	6.84024	7.262389999999999	7.5246
---	0.97708	0.805689	0.937787	0.974759	0.783391	0.943327	0.767588	0.847468	1.33848	1.14333	1.0658100000000001	1.23088	1.04669	0.860506	0.78669	0.9188639999999999	0.987777	0.9936450000000001	1.06552	1.11375	1.11375
ABHD5	7.91339	7.659560000000001	7.88733	8.07857	7.78428	7.488180000000001	6.89288	7.78428	7.2641800000000005	8.77092	7.52428	6.66315	8.4811	7.152089999999999	8.01356	8.57826	8.49351	7.562710000000001	7.8228100000000005	7.78428	7.6831
RNU6-367P	2.61694	2.0676900000000002	2.7153400000000003	2.8622099999999997	2.37699	1.23298	1.8012599999999999	2.32586	2.53992	2.39657	1.6679599999999999	2.24217	2.20775	3.79702	1.19426	2.47208	1.5802100000000001	3.17044	3.24587	1.94892	2.38896
MIR138-1	4.5311900000000005	3.9832099999999997	4.22852	4.40281	4.15187	4.33789	4.39535	4.44142	4.14859	4.45709	4.348269999999999	4.3211699999999995	4.32649	4.07717	4.0888	4.3211699999999995	4.41461	4.3211699999999995	4.05471	4.18835	4.45657
TOPAZ1	5.58392	6.0944199999999995	5.6407	5.727609999999999	5.62035	5.75025	5.7236	5.579969999999999	5.34105	5.74852	5.52874	5.9137	5.477530000000001	5.33674	5.60494	5.65465	5.41132	5.633780000000001	5.23621	5.59814	5.57656
TCAIM	4.5216	4.57264	4.77528	4.72631	4.74161	4.63957	4.55324	5.38729	4.92899	4.84684	5.5041199999999995	4.7397	5.20988	5.17685	5.3496	4.95479	4.922540000000001	5.0201	4.93997	4.95028	4.81228
---	2.02973	2.2850900000000003	2.5316400000000003	2.2850900000000003	1.93963	1.93963	2.49105	1.93963	2.3953	2.2486900000000003	2.3677900000000003	2.71205	2.26055	2.27935	2.38302	2.11972	2.69283	2.08403	2.26055	1.7751599999999998	1.8295700000000001
ZKSCAN7	3.54348	3.6153	4.05184	3.66212	3.82249	3.76634	3.71315	4.35352	4.30391	4.04821	4.43429	4.05019	4.37151	3.79055	4.5945599999999995	3.82815	4.59987	4.27919	4.06674	3.65909	4.3013
ZNF660	1.49785	1.37279	1.82687	1.48899	1.42292	1.29011	1.6834799999999999	2.33453	1.76255	2.08409	1.4453	1.9479799999999998	1.8910900000000002	1.37279	1.9868400000000002	1.7412	2.03366	1.56149	1.39842	2.12604	1.74744
ZNF197	2.72238	2.9789	3.3014900000000003	2.59746	2.7229400000000004	2.66839	3.3073699999999997	2.96503	2.6126	2.66846	3.14606	2.755	2.84402	2.8221700000000003	3.4393199999999995	2.81909	2.7602700000000002	2.6181799999999997	3.01673	2.73182	2.61784
ZNF35	3.5427	3.68446	3.68016	3.68245	3.8212099999999998	3.43099	3.6537	3.6548199999999995	4.17848	3.7177599999999997	3.7655199999999995	3.98078	3.5536199999999996	3.9128	3.6243	3.07865	3.7153699999999996	3.26088	4.19309	3.7790199999999996	3.59796
ZNF502	1.87096	1.79824	2.13064	2.05202	2.0053099999999997	1.9614900000000002	2.98847	1.85795	2.0203	1.49811	2.18985	1.59566	2.0518400000000003	1.7905	2.0061299999999997	1.7459	1.8621299999999998	2.02353	2.33442	1.54738	1.93543
ZNF501	2.5459400000000003	2.56795	2.62335	2.3995900000000003	2.545	2.24645	2.21171	2.28648	2.40476	2.30154	2.49856	2.84853	2.30585	2.33593	2.41319	2.4355700000000002	2.22451	2.32848	2.52332	2.2404599999999997	2.34498
KIF15	1.47432	1.94175	1.32915	1.5159	1.29734	2.00409	1.87588	1.9085599999999998	2.14678	2.42842	2.3639900000000003	2.47959	1.62551	3.16312	2.67892	2.50869	2.22001	2.61634	2.93647	3.38622	2.2246900000000003
TMEM42	5.52184	5.3693800000000005	5.34088	5.42119	5.21381	5.49083	5.369669999999999	5.00025	5.34249	4.94842	4.86592	5.475	5.34912	5.33355	4.969119999999999	5.07091	5.42356	5.8289599999999995	5.59566	5.8009699999999995	5.31832
TGM4	2.79714	3.16384	2.70526	2.8511599999999997	2.79714	2.79714	2.70839	2.7894799999999997	2.78343	3.17408	2.79714	3.11139	2.8288599999999997	2.39894	2.68364	2.96372	2.77164	2.8590400000000002	2.4980700000000002	2.70885	2.78042
EXOSC7	4.85687	4.85687	4.85482	4.67481	4.91383	5.04758	5.14272	4.56245	5.09481	4.41239	4.8343	4.9453	4.65221	5.37279	4.40946	4.636080000000001	4.0858300000000005	5.10396	5.30854	4.86252	4.71345
CLEC3B	4.82105	5.04392	4.83526	4.96328	4.78026	4.84362	4.88305	4.87783	4.71145	4.83672	4.77851	4.835030000000001	4.75787	4.54076	4.484	4.836869999999999	5.01267	4.91945	4.653230000000001	4.97865	4.75781
LARS2	5.2980599999999995	4.989330000000001	5.38018	5.13816	5.4416199999999995	5.28289	5.36215	4.99646	5.33119	4.3281	4.945930000000001	5.3208400000000005	4.86564	5.47976	5.07673	4.90298	4.7731900000000005	5.46802	5.3726199999999995	5.0629	5.15955
LIMD1	6.15371	6.43374	6.29447	6.02224	6.378480000000001	6.34324	6.17053	6.00272	6.53066	5.69232	5.0545800000000005	6.4320699999999995	6.01938	6.711010000000001	5.93459	5.70448	5.86447	6.16921	6.6253	5.90057	6.406219999999999
SACM1L	7.60898	7.78718	7.968189999999999	7.70746	8.011439999999999	8.019860000000001	7.8367	7.57282	7.77573	7.041060000000001	7.820539999999999	7.132039999999999	7.70287	7.91212	7.497669999999999	7.891839999999999	7.30664	7.575989999999999	7.70287	7.70287	7.52642
RN7SL145P	5.06295	5.26771	5.49406	5.362419999999999	5.5475699999999994	5.25985	5.5391699999999995	4.948230000000001	5.21914	5.0968599999999995	4.9425	4.7279599999999995	5.32032	4.79514	5.05198	5.206980000000001	4.98102	4.96565	4.6192	5.04906	5.0408599999999995
CCR9	3.0413799999999998	2.48475	2.64134	2.83385	2.79937	2.7614799999999997	3.11774	2.7326799999999998	2.7760599999999998	2.72001	3.34645	2.37624	3.17611	2.3639	2.86196	2.66949	2.87011	2.99254	2.75303	2.6382	2.63651
---	1.11553	1.1026	1.03512	1.11306	1.61256	0.98569	1.19946	0.9914729999999999	0.98569	1.5803200000000002	1.47933	1.09289	0.7837350000000001	1.14725	1.50716	1.14725	0.988784	1.61256	0.899208	1.41151	1.11901
CXCR6	3.49775	3.27224	3.33126	3.3846	3.6295800000000003	3.75485	3.9348	2.53302	3.30628	3.16845	2.7970200000000003	2.68953	3.0721700000000003	3.45623	3.05103	2.70533	2.9729099999999997	3.56894	3.37175	3.00189	3.21958
CCR3	3.49168	4.55755	4.30553	4.5025699999999995	4.3802900000000005	4.82889	3.8898599999999997	2.6839999999999997	2.5218	2.7909	2.22127	2.58518	3.5328800000000005	2.1146599999999998	3.08091	3.60466	3.4981400000000002	3.23349	2.91112	3.13847	3.3914800000000005
CCR2	6.77009	7.32333	6.842280000000001	6.46473	7.45137	7.245089999999999	7.37533	7.35116	8.21335	6.85155	5.79627	6.3958	7.55439	8.122010000000001	7.3993	7.81504	7.2404399999999995	7.2853	6.60658	6.91366	7.4318800000000005
CCR5	3.12817	3.52225	3.6467699999999996	3.54779	3.44708	3.3625300000000005	3.72557	3.22547	3.3613800000000005	3.57104	2.9099	3.38953	3.3180400000000003	3.38404	3.2261	3.3525	3.16419	3.49556	3.4020300000000003	3.14054	3.26488
CCRL2	3.3537	3.5472300000000003	3.70767	3.3343199999999995	3.16876	3.1286	2.9861	4.47631	4.73035	2.9819299999999997	4.174259999999999	3.32562	3.8420699999999997	4.30541	4.22774	4.05527	3.43591	3.4841	3.7186800000000004	3.92855	3.6432599999999997
RTP3	1.73175	1.78693	2.01599	1.8222200000000002	1.53452	1.9847299999999999	1.94707	1.8108799999999998	1.32659	2.03554	1.7644400000000002	1.7644400000000002	1.91472	1.53662	1.6592900000000002	1.7083	1.39824	1.8974400000000002	1.88055	1.7644400000000002	1.53662
LRRC2-AS1	3.08489	2.62094	3.06324	3.18254	2.92518	2.89662	3.19392	2.75123	2.88001	2.87745	2.97668	2.846	3.0916099999999997	2.81933	2.81155	2.81918	2.81399	2.77352	3.0007	2.87849	2.73343
TDGF1	0.951892	0.667504	0.658752	1.17093	0.592287	0.687611	0.600012	0.6983050000000001	0.578511	0.795399	0.723047	0.438774	0.838176	1.08036	0.636282	0.699235	0.786779	0.549662	0.68014	0.744154	0.802254
TMIE	3.22237	2.9540599999999997	3.04773	3.30345	3.22433	3.17372	3.11266	2.67115	2.85565	3.16267	3.11959	3.01599	3.11373	3.16267	3.3381	3.16267	3.20174	3.40835	3.04081	3.64198	3.16267
PTH1R	3.3615800000000005	3.6049	3.6715	3.16279	3.05839	3.63847	2.81161	3.14331	2.85981	3.28251	3.04698	3.67371	3.45031	2.78877	3.3144199999999997	3.27231	3.2958800000000004	3.24716	3.25624	2.90822	3.15263
NBEAL2	7.6674	7.60045	7.90419	7.57165	7.235989999999999	7.273280000000001	7.38484	8.38514	8.1475	8.1047	8.3221	6.4825	8.1383	7.437869999999999	8.23071	7.90897	8.74329	7.52053	7.51083	7.60181	7.99693
KLHL18	5.60385	6.06556	5.90245	5.65572	5.63805	5.51916	5.65977	5.7705	5.6496699999999995	5.973330000000001	5.6676	5.11134	5.9141699999999995	5.38548	6.05617	5.99619	5.89056	5.80419	5.770169999999999	5.80767	5.9932
PTPN23	4.81043	4.90343	4.862	4.7041900000000005	4.4591	4.6866699999999994	4.6247300000000005	4.67266	4.718319999999999	4.67266	4.6186	4.589119999999999	4.48125	4.43792	4.5450800000000005	4.69081	4.61565	4.57828	4.41188	4.67266	4.81919
---	1.1536899999999999	1.47977	1.29193	1.29281	1.27714	1.24191	1.34487	1.2752299999999999	1.3378700000000001	1.10159	1.16561	1.75561	1.0088	1.22001	1.2973299999999999	1.18561	1.69638	1.3972799999999999	1.18303	1.2297799999999999	1.4620600000000001
DHX30	5.78031	5.7112099999999995	5.8663	5.51663	5.96249	5.67739	5.631880000000001	5.383430000000001	5.82341	4.94699	5.59815	5.68394	5.5233300000000005	5.92885	5.603219999999999	5.25211	5.46569	5.73891	5.98757	5.4317400000000005	5.57849
NDUFB1P1	0.6657029999999999	0.876943	0.8647940000000001	0.681649	0.8714149999999999	0.791509	0.976632	0.867715	1.0212	0.8654870000000001	1.0245	0.8743790000000001	1.09455	0.921984	0.8231930000000001	0.628373	0.8857280000000001	1.02475	0.8207549999999999	0.7958109999999999	1.04577
CAMP	5.22075	5.13915	5.47666	5.977069999999999	4.94308	5.40726	5.78123	6.034	6.56503	6.83303	6.33545	5.13912	6.79085	6.1054699999999995	5.78731	9.654760000000001	8.83727	10.2267	5.05732	9.78778	8.191189999999999
ZNF589	5.32947	5.4612099999999995	5.59213	5.4231300000000005	5.763	5.56696	5.5963199999999995	4.92183	5.48881	4.59768	5.50231	5.16275	5.37412	5.39144	5.19065	5.24799	5.12844	5.4516	5.39816	5.5700199999999995	5.01261
---	0.909267	0.9598479999999999	1.15311	0.9807459999999999	0.9632219999999999	1.2847899999999999	1.0716299999999999	1.0014	1.1235	1.24726	1.28946	1.24076	1.3218299999999998	0.888856	1.01294	1.15311	0.9145549999999999	1.3699700000000001	1.27554	1.28336	1.35487
FBXW12	1.73238	1.9389	1.9059599999999999	2.31146	1.95632	2.03555	1.81215	2.1475299999999997	1.8934400000000002	1.9764400000000002	1.9680099999999998	2.02162	1.9747	1.7542400000000002	1.94764	1.91835	2.20975	2.16015	1.8435400000000002	1.80235	1.92881
RN7SL321P	2.17109	1.93478	2.23515	2.32392	1.84067	2.17499	2.2953	1.68028	2.18737	2.2543599999999997	2.494	2.27578	1.94048	2.02841	1.6882099999999998	2.3452900000000003	2.10704	2.23208	2.30253	2.29921	2.60322
TMA7	6.07511	5.89881	6.12464	6.33266	6.21011	6.29649	6.2141	5.85888	6.12153	6.34081	5.78752	6.38719	6.22169	7.13934	5.82134	6.0601199999999995	6.04027	6.20782	6.07902	6.44258	6.15275
ATRIP	4.70155	4.62821	4.527830000000001	4.56251	4.7691300000000005	4.60933	4.63866	4.7895	4.8402199999999995	4.60395	4.4924599999999995	4.37306	4.63909	4.53754	4.57828	4.57828	4.6402	4.56722	4.0774099999999995	4.65391	4.489319999999999
ARIH2	6.02055	6.05042	6.22694	5.93313	6.19639	6.15109	5.93313	5.789280000000001	6.205430000000001	5.27992	6.04582	6.0743	5.8086400000000005	5.91121	6.11231	5.75095	5.90353	5.92929	6.1220099999999995	5.73166	5.8201
P4HTM	5.6978599999999995	5.69565	5.3746599999999995	5.59274	5.98299	5.61705	5.70176	4.94953	5.500780000000001	5.111619999999999	5.23182	5.4978	5.322019999999999	5.45461	5.14821	5.210380000000001	5.0938099999999995	5.78541	5.49943	5.31273	5.582380000000001
WDR6	7.14531	7.00347	7.0239	6.62252	6.980169999999999	7.03719	6.987539999999999	6.0281400000000005	7.00644	5.93509	6.5946	6.46143	6.55104	7.0523	6.3611	6.123480000000001	6.39487	6.967239999999999	6.75375	6.6206	6.72115
NDUFAF3	5.89675	5.4772300000000005	5.73192	5.74835	5.7720199999999995	5.81344	5.6734599999999995	5.80851	5.8177900000000005	6.18011	5.70255	6.69245	5.94613	5.50355	5.7277	5.5083400000000005	5.79332	6.37341	6.31962	5.93129	6.217230000000001
CCDC36	1.51498	1.59891	1.58752	1.59175	1.59597	1.53896	1.52988	1.61569	1.6476400000000002	1.8373700000000002	1.6648599999999998	1.44266	1.40917	1.62184	1.60507	1.9759200000000001	1.63295	1.8499400000000001	1.28716	1.6332799999999998	1.62461
RN7SL182P	1.29575	1.21107	1.16105	1.05939	1.25233	1.3902	1.78157	1.54853	1.18454	1.73527	1.43502	1.60259	1.42918	1.60501	1.45995	1.4085299999999998	1.92308	1.81095	1.4150200000000002	1.7788	1.44334
KLHDC8B	4.73688	4.33611	4.0808599999999995	4.57252	4.13009	4.40634	4.43444	5.0788199999999994	4.98236	5.13621	4.3741	4.8019	4.729830000000001	4.60297	5.08035	5.40574	4.197830000000001	5.010730000000001	4.73095	4.2194	5.51969
STGC3	1.9847299999999999	2.03991	1.7901900000000002	1.9847299999999999	1.9353799999999999	2.0561	1.9847299999999999	1.9847299999999999	2.32547	2.04259	1.9847299999999999	1.9847299999999999	2.01084	1.7569099999999997	2.04259	1.99543	2.03802	1.9522599999999999	1.9612900000000002	1.9059700000000002	2.00258
---	1.6073	1.2299	1.43139	1.5099799999999999	1.32494	1.12953	1.09769	1.22499	1.28083	2.56301	1.39543	1.4786299999999999	1.67125	1.50758	1.52857	1.87093	1.7236	1.81387	1.63347	1.77424	2.01646
---	1.02674	0.8677159999999999	1.06416	1.06416	0.973816	0.9164770000000001	0.940795	0.8696719999999999	1.2663799999999998	1.4769	1.21084	1.0031	1.36135	0.9490299999999999	1.06416	1.0170000000000001	1.12982	0.863107	1.2229999999999999	0.925643	1.15716
TCTA	6.463419999999999	6.59996	6.5041	6.36254	6.52492	6.30546	6.19866	6.59329	6.52736	6.807119999999999	6.72116	6.399859999999999	7.24966	6.507709999999999	6.947760000000001	6.49831	6.59208	6.70918	6.4449	6.92138	6.858219999999999
DAG1	4.46479	4.90733	5.00405	4.77032	4.57067	4.68877	4.30943	4.5115099999999995	4.62001	4.6460099999999995	4.5032	4.36733	4.81261	4.47372	4.33703	4.49397	4.5740300000000005	4.57188	4.50741	4.62595	4.47909
BSN	2.9111700000000003	2.9893400000000003	2.93296	2.9208	2.96	2.96843	2.9430099999999997	2.78748	2.86806	2.8679099999999997	2.99112	3.01926	3.00208	2.6813700000000003	2.93427	2.64748	3.06662	2.73329	2.85423	2.88916	3.17646
APEH	6.45598	6.53863	6.77225	6.315919999999999	6.65037	6.34941	6.53061	6.1521099999999995	6.45939	5.76457	6.41036	6.47293	6.57448	6.45895	6.44931	6.25474	6.27273	6.5046	6.4760800000000005	6.65372	6.4257599999999995
RNF123	6.17093	5.61241	5.61191	6.12286	5.68454	5.51349	5.57238	5.35265	5.1615400000000005	6.51551	5.273280000000001	6.4694	5.102580000000001	5.05767	5.3175300000000005	5.87475	5.76645	6.268730000000001	5.88785	6.83823	5.3699
FAM212A	4.2927800000000005	4.2089300000000005	4.18038	4.2870800000000004	3.71976	3.8047699999999995	4.2771	4.22274	3.80705	4.6788	4.53303	4.56215	3.81808	4.15449	3.7275300000000002	3.8656699999999997	4.28394	4.67569	4.32327	4.35433	4.6856800000000005
RBM6	6.23045	6.5111099999999995	6.27271	5.90296	6.1438	6.27016	6.30538	5.69771	6.16224	5.5606800000000005	5.96185	5.63385	5.7931	6.36036	5.72806	6.01427	5.95892	5.89024	5.9760800000000005	5.8814400000000004	5.84234
---	4.4831900000000005	4.60776	4.7329099999999995	4.74791	4.45043	4.44605	4.76925	4.41984	4.34846	4.49282	4.40752	5.135	3.8717900000000003	4.36534	4.011080000000001	4.7274400000000005	4.20485	4.7685	4.71234	4.4831900000000005	4.37101
RBM5	8.072519999999999	8.17559	8.08191	8.08902	8.10401	8.074689999999999	8.02937	8.3673	8.12182	7.8929100000000005	7.97363	7.300489999999999	8.1032	8.02378	8.02378	8.02515	8.17267	7.7883	7.72652	7.90119	7.948980000000001
SEMA3F	4.48455	4.249680000000001	4.27082	4.56722	4.59181	4.54991	4.41819	4.449990000000001	4.29623	4.57035	4.3003599999999995	4.78372	4.37777	4.05778	4.35309	4.34638	4.42494	4.27811	4.34006	4.63183	4.4116599999999995
GNAT1	2.93507	3.05384	2.7441	2.96985	2.92286	2.78484	2.8420799999999997	2.88017	2.62391	3.7613	2.92286	3.00216	2.92286	2.50402	3.08072	2.92286	2.9881900000000003	2.94919	2.69778	2.78159	3.03777
SLC38A3	3.17263	3.14363	2.9008599999999998	2.7454	2.7454	2.7454	2.7558599999999998	2.68193	2.7454	3.26442	2.7454	2.51759	2.80424	2.84234	2.40757	2.65327	2.67037	3.0342	2.4678	3.1410299999999998	2.69235
GNAI2	9.693810000000001	9.79151	9.77562	9.56598	9.537289999999999	9.575389999999999	9.52462	9.80609	9.413910000000001	9.62469	9.75915	8.57465	9.986889999999999	9.17873	10.0991	9.73739	9.90548	9.62088	9.10706	9.589160000000001	9.72139
GNAI2	6.0654	5.9511400000000005	6.0220199999999995	5.9304	6.0220199999999995	5.87628	5.95579	6.18647	6.06994	6.35769	5.9505	5.55933	6.14652	5.64891	6.04304	6.15517	6.31099	5.88358	5.64771	6.190259999999999	6.12371
SEMA3B	3.6236099999999998	3.39521	3.21164	3.02577	2.98981	3.6082	3.19885	3.1768400000000003	3.1356900000000003	3.35364	3.2583599999999997	3.7663800000000003	3.1760200000000003	3.2246900000000003	3.01503	3.3544	3.09152	3.3214900000000003	3.0078	3.28621	3.17636
