Name	Control	Control	Control	Control	Control	Control	Control	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient
STX1B	3.10892	3.55935	3.4391599999999998	3.6419900000000003	3.42355	3.42869	3.4696300000000004	3.48916	3.24483	3.95339	3.6452400000000003	3.6945699999999997	3.43837	3.2434	3.33514	3.59616	3.45166	3.7054300000000002	3.7771	3.90341	3.4413199999999997
ZNF668	4.74866	4.45824	4.88023	4.6861	4.38155	4.567130000000001	4.18602	4.70336	4.56302	4.3646199999999995	4.252680000000001	4.92946	4.5049	4.49885	4.12836	4.55891	4.4398800000000005	4.73184	4.81131	5.013669999999999	4.96588
PRSS53	3.9780699999999998	4.1658	3.98193	4.0719	3.96275	3.93278	3.76818	3.98225	3.96389	3.9392199999999997	4.16095	4.0672	3.98193	3.8408800000000003	3.82405	4.07043	3.9755599999999998	3.8266199999999997	3.74367	3.89603	3.97764
VKORC1	7.514660000000001	7.501810000000001	7.50731	7.2908100000000005	7.4601	7.46508	7.25184	7.27747	7.69141	7.56957	7.21479	8.03975	7.659730000000001	7.839339999999999	7.262519999999999	7.2312899999999996	7.48302	7.91027	7.8521600000000005	7.50765	8.06217
PRSS8	4.23393	4.66095	4.26382	4.0683300000000004	4.22854	4.09221	4.181430000000001	4.14518	4.36946	4.61838	3.9026	4.276269999999999	4.32749	3.9156199999999997	4.11474	4.21517	4.3596	3.93154	4.14749	4.10888	4.32415
PRSS36	4.93562	4.91804	4.8798699999999995	5.1058699999999995	5.07472	4.99239	4.95717	4.93562	4.63026	5.290430000000001	5.09376	4.87862	4.81456	4.4627099999999995	4.9218	5.0859	5.13422	4.8632	4.84013	4.73064	4.94386
PYCARD	7.31542	7.26986	7.3931	7.315360000000001	7.12133	7.229139999999999	7.063289999999999	7.947589999999999	7.229610000000001	7.73665	7.56682	6.74938	7.99804	7.1562600000000005	8.10692	7.6653	7.88923	7.48026	6.984260000000001	7.59835	7.9176
PYDC1	2.13747	2.35679	2.47647	2.43615	2.33068	2.22885	2.3389	2.4271	2.17393	2.82228	2.37552	3.00772	2.4271	2.2196599999999997	2.46133	2.4271	2.59457	2.2812799999999998	2.4271	2.65224	2.69484
COX6A2	5.26294	4.9275	5.03669	4.97604	5.10374	4.89416	4.960780000000001	4.85783	4.70753	5.3051699999999995	4.88397	5.09781	5.02036	4.72529	4.98729	4.9085	4.99578	5.24464	4.75676	4.92761	4.68236
ZNF843	4.08491	3.6740699999999995	3.4532599999999998	3.67215	3.20816	3.75771	3.6136699999999995	3.50912	3.2488799999999998	3.77103	3.61495	3.74391	3.18188	3.63195	3.6827699999999997	3.5902300000000005	3.6136699999999995	3.6136699999999995	3.7587900000000003	3.6136699999999995	3.6448099999999997
C16orf58	5.48062	5.70404	5.46793	5.28397	5.42735	5.59627	5.4455800000000005	5.36395	5.69672	4.70728	5.20426	5.7853900000000005	5.15108	5.57071	5.36395	5.17266	5.298080000000001	5.65073	5.66075	5.68468	5.4562
VN1R3	1.5494299999999999	1.7774299999999998	1.9761900000000001	1.52415	1.85332	1.62216	1.84007	1.55817	1.53452	1.67082	1.69462	1.5427899999999999	1.5864	1.45705	1.9467700000000001	1.66704	1.9699900000000001	1.68754	1.6487900000000002	1.3895	1.7445
HERC2P4	5.88199	5.42427	5.91024	5.595680000000001	6.28978	5.91024	5.9877400000000005	5.96649	6.21421	5.1950199999999995	5.23548	6.2035800000000005	5.93476	6.29092	5.65442	5.60299	5.90345	6.0516	6.522	6.0073099999999995	5.74955
ACTR3BP2	0.788725	0.9287190000000001	0.900328	0.5874159999999999	0.772633	0.776903	0.781908	0.818562	0.9817530000000001	1.0194299999999998	0.774201	1.27106	0.756884	0.70516	0.9473799999999999	0.855216	0.864195	0.855216	0.736531	1.18195	0.769245
SLC6A10PB	6.52039	5.91319	5.70806	6.418740000000001	5.657830000000001	5.600709999999999	5.85634	5.4443	4.94835	6.991210000000001	5.030959999999999	7.58873	4.91366	4.54854	5.0602800000000006	6.5198	5.90319	6.50368	6.1885699999999995	7.0205	5.732559999999999
HERC2	6.5811399999999995	6.0951699999999995	6.5811399999999995	6.23586	6.96068	6.54841	6.658639999999999	6.64076	6.87598	5.81406	5.843	7.11234	6.48379	6.94072	6.44149	6.1123	6.65158	6.68761	7.287139999999999	6.72535	6.19476
IGHV3OR16-8	5.63658	6.06001	5.64591	5.43655	5.71546	5.52881	6.44266	7.824319999999999	8.198260000000001	5.68588	6.39578	7.85779	6.7647699999999995	8.365039999999999	7.564710000000001	5.76421	5.8422	7.13382	7.90303	5.75364	6.80895
IGHV3OR16-7	6.20411	7.1547	6.43818	6.08514	6.29058	6.3689	7.36565	8.91433	8.9499	6.11105	7.426	9.12359	8.272260000000001	9.56005	8.99235	7.02615	6.582669999999999	8.70907	9.16863	7.005660000000001	8.092880000000001
---	5.17341	5.15271	5.0071900000000005	5.16576	5.15008	5.3552599999999995	5.15008	5.0872	4.98154	5.3169699999999995	5.14841	5.25355	5.252619999999999	4.871580000000001	4.94972	5.15008	5.097569999999999	5.370369999999999	5.00999	5.16324	5.22363
UBE2MP1	5.7364	5.902080000000001	5.5751	6.43317	5.4657599999999995	5.81015	5.3402199999999995	5.8848	5.55693	6.8842	6.13249	7.03905	5.8579300000000005	5.69477	5.99714	6.3408	5.89415	6.2516	6.800260000000001	6.0080800000000005	5.43323
ANKRD26P1	1.2054200000000002	1.0882	1.0632	1.08885	1.14991	0.960467	1.2054200000000002	1.34928	1.21753	1.58897	1.16971	1.1579	1.14126	1.0692	1.14737	1.4357600000000001	1.38947	1.00831	1.24244	1.3713799999999998	1.02485
RNU6-845P	1.24466	1.2763799999999998	1.4141700000000001	1.2763799999999998	1.2763799999999998	1.08188	1.2763799999999998	1.2336	1.27142	1.64488	1.16974	1.55582	1.16721	1.2336	1.22602	1.2336	0.958515	1.1491200000000001	0.9976659999999999	1.2336	1.0692
SHCBP1	3.18978	3.28816	3.6762699999999997	3.7653199999999996	3.6027099999999996	3.41491	4.11794	6.06348	7.454689999999999	3.6438900000000003	5.655930000000001	7.27075	4.76578	7.5433	6.3852	5.29946	4.95142	5.43845	7.2630300000000005	5.74736	5.38323
RAB43	7.67895	7.68772	7.7085	7.68894	7.67484	7.42437	7.42058	8.2464	7.53706	7.98717	8.251539999999999	7.16852	7.931080000000001	7.178780000000001	8.14224	7.690519999999999	7.947889999999999	7.88397	7.69027	7.3006899999999995	7.644430000000001
VPS35	6.661230000000001	7.177969999999999	7.10337	6.645239999999999	6.93049	6.992710000000001	7.049189999999999	7.1918	6.569039999999999	6.98305	7.42247	6.4149	6.88735	6.873819999999999	7.4118	7.23251	6.708069999999999	6.845	6.987830000000001	6.950589999999999	6.71298
MYLK3	3.6794599999999997	3.6927	3.6013900000000003	3.76833	3.61785	3.69167	3.6794599999999997	3.73288	3.5210800000000004	3.9520800000000005	3.85468	3.63465	3.56483	3.5418800000000004	3.65565	3.6794599999999997	3.87698	3.8991	3.5780199999999995	3.7332400000000003	3.68745
C16orf87	2.9819	2.65605	3.0721700000000003	2.75109	3.14537	3.0794900000000003	3.53289	3.29147	3.1524099999999997	3.16315	3.1762200000000003	3.7761400000000003	3.22864	4.05379	3.26432	3.3366	2.72166	3.41236	3.2391799999999997	3.4881699999999998	3.25545
---	0.941375	0.842449	0.822725	0.7951520000000001	0.875049	0.8677360000000001	0.744084	0.702512	0.993816	1.05116	0.944493	0.642759	0.64804	0.663705	0.787204	1.06558	0.8780020000000001	1.00981	1.0403	0.811098	0.5920310000000001
DNAJA2	5.70484	5.77118	5.81914	6.04495	5.778519999999999	5.80527	5.756880000000001	6.01845	6.1521300000000005	5.84909	6.30628	5.71011	6.26144	6.2503400000000005	6.36106	6.36338	5.90722	5.9187	6.23455	6.2689900000000005	5.8114
NETO2	4.2321599999999995	4.30237	4.2211	4.31912	3.9993	4.1776800000000005	4.116169999999999	3.98685	4.55196	4.38552	3.66215	4.93305	4.43489	5.431430000000001	4.21462	4.41352	4.07705	4.2793	5.22066	4.20482	4.66244
ITFG1	6.47958	6.60738	6.703180000000001	6.47128	6.75983	6.63708	6.519369999999999	7.331060000000001	7.13008	6.7069399999999995	7.27502	6.75192	7.06075	7.1726399999999995	7.293639999999999	7.0532699999999995	6.8239	6.866619999999999	7.2046	6.51294	6.90495
---	4.35232	4.31588	4.4238800000000005	3.6225300000000002	3.7183300000000004	3.95959	3.90095	3.96096	4.295059999999999	4.709280000000001	3.47581	3.6686	4.19325	3.7117400000000003	4.086	4.608569999999999	4.118119999999999	4.11562	4.0715900000000005	4.12477	4.1775400000000005
RNA5SP424	2.66629	2.20229	2.46355	2.54108	2.55707	2.55707	2.55707	3.1796	2.61039	2.3868400000000003	2.55012	2.5093099999999997	3.13171	2.7913099999999997	3.18838	2.60168	2.7791799999999998	2.4562	2.39951	2.55707	2.2159299999999997
ABCC12	1.7296799999999999	1.64516	1.90357	1.75803	1.5076	1.7705	1.7705	1.6663299999999999	1.7705	2.19682	1.80805	1.8951200000000001	1.50793	1.62681	1.76035	1.85572	1.994	1.79895	1.69376	1.80792	1.91125
ABCC11	2.3304099999999996	2.8993700000000002	2.54989	2.76665	2.44335	2.65057	2.54986	2.6272900000000003	2.45217	2.5763599999999998	2.3569299999999997	2.30368	2.79576	2.50578	2.65745	2.5470099999999998	2.2713	2.3902	2.34547	2.5316400000000003	2.7149900000000002
SIAH1	5.64818	5.88244	5.635680000000001	5.95567	5.90113	5.92115	5.61344	5.53193	5.49059	5.7876900000000004	5.1674	5.26405	5.56527	5.20625	5.34417	5.62127	5.3615	5.86584	5.5686599999999995	5.46356	5.4882
N4BP1	7.20989	7.3261	7.1694	7.1683699999999995	6.864560000000001	6.6159300000000005	7.019089999999999	8.07708	7.4433300000000004	7.53464	7.817589999999999	6.08876	7.50594	6.90797	7.92634	7.284689999999999	7.358510000000001	6.761710000000001	6.70368	6.73745	6.85192
---	0.669808	0.701529	0.69571	0.73325	0.8035640000000001	0.538758	0.874713	0.744306	0.647392	0.658752	0.701529	0.658752	0.744306	0.690473	0.511138	0.611592	0.714778	0.763426	0.6266109999999999	0.744306	0.903283
RNU6-257P	1.7920200000000002	1.56721	1.79245	1.51781	1.53452	1.4845700000000002	1.5538399999999999	1.49902	1.7023	1.96222	1.6056700000000002	1.89735	1.4845700000000002	1.50845	1.62237	1.62237	1.5723799999999999	1.7899200000000002	1.88958	1.72901	1.62237
CBLN1	2.7415599999999998	3.08181	2.5316400000000003	3.06053	2.78503	3.06068	3.10948	2.94073	3.0276	3.1139200000000002	3.06125	3.02818	2.85763	2.94073	2.6339900000000003	2.81933	2.80539	2.8982	2.87538	2.7319400000000003	3.17191
ZNF423	1.94668	2.10014	1.91212	1.91212	1.8740900000000003	1.7616900000000002	2.0350900000000003	1.91212	1.98069	2.15916	1.91212	1.91212	1.88303	1.48784	1.87673	1.85106	1.94668	1.8244099999999999	2.00247	2.04698	1.86935
---	3.07524	3.17208	2.73165	3.65896	3.77976	3.2004099999999998	3.41037	3.10265	3.2466	2.5351	3.2004099999999998	3.03743	3.0910599999999997	3.2359299999999998	3.2004099999999998	3.60301	3.27864	3.31748	3.13762	3.49824	3.0568
BRD7	5.859430000000001	5.84829	6.00445	5.785819999999999	5.96796	5.9983699999999995	5.8964	6.48578	6.13759	5.59934	6.10887	5.82189	5.86998	6.636239999999999	6.13206	5.96667	5.749619999999999	5.85157	5.96796	5.72854	5.97079
---	3.21591	3.3566599999999998	3.59093	3.4085	3.35578	3.26442	3.26442	3.2395099999999997	3.2912800000000004	3.06271	3.01154	3.34075	3.11373	2.7714	3.01819	3.00749	3.26442	3.3325699999999996	3.5398099999999997	3.44058	3.26442
SNX20	6.1342	6.0975	6.54779	6.10276	6.27343	6.20774	6.11055	6.954560000000001	6.6006	6.62255	6.64964	5.31829	6.62706	5.917680000000001	6.92012	6.3449599999999995	6.54291	6.27556	5.92502	5.63517	6.08626
RNA5SP426	1.4919	1.54888	1.3149899999999999	1.3525399999999999	1.34069	1.04121	1.27291	1.0488	1.3110700000000002	1.71672	1.34069	1.2673299999999998	1.5483	1.45193	1.23014	1.25075	1.34928	1.34069	1.25873	1.59597	1.57925
SALL1	3.66919	3.9799	3.50346	3.5314	3.55	3.59884	3.50346	3.48354	3.15372	3.5912800000000002	3.49609	3.46171	3.50346	3.1402400000000004	3.50346	3.5435800000000004	3.5475800000000004	3.39584	3.63489	3.4227199999999995	3.50346
RN7SKP142	1.1284399999999999	1.1284399999999999	1.1284399999999999	1.08746	1.18103	1.06425	1.06425	1.15114	1.01187	1.43229	1.1284399999999999	1.09204	1.03105	1.10237	1.44881	0.9208649999999999	1.02908	1.20139	0.836759	1.49427	1.2297
TOX3	3.3953900000000004	3.21469	3.3569199999999997	3.37952	3.34858	3.26405	3.4099	3.3135	3.22536	3.3688300000000004	3.22266	3.2477	3.2526900000000003	3.28465	3.43192	3.21908	3.4481	3.20306	3.3935699999999995	3.40542	3.3379800000000004
---	2.3231599999999997	1.48266	1.58718	1.48452	1.3211	1.60066	1.08564	1.4177799999999998	1.4949700000000001	1.7591900000000003	2.00609	1.2206700000000001	1.6093600000000001	1.5546200000000001	1.32135	1.8195400000000002	1.4747	1.45589	1.49022	1.7520200000000001	1.49587
AKTIP	6.14141	5.63097	5.897069999999999	6.38973	5.73077	5.7977	5.79261	5.95017	6.03218	6.627000000000001	6.30893	5.17264	6.4704	5.98562	6.00166	5.98562	6.21054	5.92291	5.8993400000000005	5.98501	5.55294
RPGRIP1L	2.02635	1.604	1.7950099999999998	1.87232	1.82008	1.97934	2.04802	1.59623	1.52157	1.2679799999999999	1.6148799999999999	2.11185	1.53403	1.8863900000000002	1.63487	1.6986599999999998	1.52183	1.5931	1.61758	1.44919	2.18218
IRX3	5.334980000000001	5.111759999999999	5.19015	5.23474	5.19015	5.27361	5.28068	5.19015	4.690840000000001	5.21948	5.0453	5.14182	5.18735	4.86794	5.02343	5.268009999999999	5.2352300000000005	5.2580800000000005	4.96507	5.23468	5.3472800000000005
RN7SL841P	3.00293	3.0676200000000002	2.99756	3.05056	3.28444	3.1973	3.05756	3.3003	2.84065	2.8932900000000004	3.06062	2.87866	2.86848	2.36154	2.62035	3.0213	2.7879099999999997	2.88888	2.5592599999999996	2.44975	2.8959
CES1	6.07198	7.729769999999999	7.7103399999999995	7.38708	7.05975	7.209639999999999	7.230589999999999	8.22891	9.4717	7.22847	7.123710000000001	6.000780000000001	7.05014	8.685780000000001	7.8634699999999995	8.50098	7.35469	7.84055	4.67135	7.02008	8.77529
CES5A	2.13199	2.47368	2.26979	1.9375	1.97338	2.13199	2.13199	1.91152	1.7993700000000001	2.82766	2.13199	2.19141	1.7367	1.91603	1.55754	2.3886700000000003	2.12128	2.3254799999999998	2.49473	2.26979	2.50365
AMFR	6.82207	6.76952	6.43838	6.5422400000000005	6.45377	6.50931	6.1851400000000005	6.50969	6.2809099999999995	7.733510000000001	6.11811	7.870419999999999	6.9386399999999995	6.16319	6.77049	7.2827399999999995	7.045089999999999	6.98734	8.12423	7.1505399999999995	7.03257
NUDT21	7.61343	7.51118	7.643610000000001	7.5190600000000005	7.86707	7.704610000000001	7.806960000000001	7.26415	7.89113	6.84998	7.385739999999999	7.8998	7.58258	8.42114	7.70223	7.64209	7.4853	7.928310000000001	8.240260000000001	7.74022	7.89693
BBS2	6.31363	6.19183	6.17972	5.63985	6.55438	6.06363	5.81453	5.78559	5.9656	4.62265	5.8636800000000004	5.55155	5.5562	5.827369999999999	5.892869999999999	5.220219999999999	5.4224	5.99341	5.57531	5.17889	5.23045
---	6.5615	5.76044	6.43419	6.19161	6.3424	6.0128	5.5213	6.34848	6.46225	5.83749	6.16444	6.49076	6.12501	5.82268	6.08948	6.014819999999999	6.517530000000001	6.31305	6.25024	6.570410000000001	6.48296
MT1G	5.4852300000000005	5.286580000000001	5.26396	5.2493099999999995	5.3321	5.1284	5.169169999999999	6.55642	5.7156400000000005	5.87815	5.331180000000001	5.34286	5.55072	5.39332	5.88054	5.4104	5.8916	5.4743900000000005	5.37943	6.18839	5.67106
---	1.28183	1.37228	0.947355	1.24269	1.13314	0.901049	1.1633200000000001	1.1633200000000001	1.04675	1.10746	1.40581	1.31503	1.24269	1.26458	1.1633200000000001	1.9847299999999999	1.0476299999999998	1.4996200000000002	0.897969	1.1259	1.47327
FAM192A	7.064989999999999	7.212389999999999	7.147130000000001	7.086710000000001	7.225389999999999	6.87518	7.33282	7.466289999999999	7.25559	7.10147	7.29425	6.45282	7.1422300000000005	7.02309	7.40603	7.0936699999999995	7.22765	6.98159	6.74533	7.14058	7.0960399999999995
PLLP	5.5945	5.3595	5.1197	5.50594	5.2004	5.41121	5.3333	5.3173699999999995	5.0686599999999995	5.52926	5.47809	5.57191	5.28041	5.32434	5.03295	5.0604	5.223990000000001	5.5778	5.28986	5.21683	5.5454300000000005
CIAPIN1	5.03529	5.19337	5.05696	4.66538	5.10288	5.40715	5.08478	4.9167	5.22323	4.13698	5.2127300000000005	5.64065	4.68792	5.36536	5.0762	5.15994	4.72147	5.06621	5.60086	4.84835	5.2706599999999995
DOK4	3.75737	4.01567	3.9237599999999997	3.6920800000000003	3.23792	3.39715	3.8207400000000002	3.7064199999999996	3.47169	3.89183	3.40489	3.76994	3.8186199999999997	3.37209	3.6184	3.75749	3.88846	3.6184	3.5001800000000003	3.5865099999999996	3.9521699999999997
CCDC102A	4.5253	4.38735	3.97654	4.32921	4.15496	4.43023	4.09357	3.98905	4.46444	4.29019	4.190580000000001	4.5622	4.20603	4.12895	4.1028199999999995	4.25555	4.12254	4.31998	4.21601	3.79607	4.2228
KIFC3	4.416530000000001	4.51056	4.36399	4.71146	4.67165	4.51924	4.74024	4.84891	4.38019	4.98653	5.0972800000000005	4.92101	5.07036	4.29442	5.2476199999999995	4.62038	4.66498	4.72179	4.62858	4.74024	5.19265
CNGB1	4.41247	4.39961	4.25574	4.455019999999999	4.60445	4.36836	4.094609999999999	4.40417	4.28835	4.54937	4.668080000000001	4.36372	4.36364	4.01803	4.24209	4.2960199999999995	4.4882599999999995	4.42068	4.09785	4.3839	4.2721
ZNF319	4.7716	4.92207	4.94067	4.57252	4.5058	4.78595	4.59819	5.4763	5.25252	5.53031	5.2935099999999995	4.0776699999999995	5.465409999999999	4.68865	5.5083400000000005	5.00322	5.39468	4.50277	4.53744	4.8815	4.92678
---	1.5472	1.3930799999999999	1.42957	2.0815599999999996	1.59457	1.8609	1.58271	1.8355	1.43459	1.59457	1.59457	1.59457	1.7244	1.30974	1.7309999999999999	1.61924	1.34928	1.59457	1.8013400000000002	1.60033	1.59457
C16orf80	5.69428	5.66464	5.81951	5.51651	5.80609	5.76194	5.66186	5.54638	6.0883	5.1175	5.60731	5.4783	5.62242	6.12017	5.74115	5.34387	5.68789	5.7528	5.82016	5.58709	5.65682
CSNK2A2	6.4621	6.50824	6.54256	6.36097	6.648	6.7382800000000005	6.5965300000000004	6.4728	6.70333	6.26813	6.37524	6.32915	6.336040000000001	6.7873600000000005	6.47697	6.51192	6.23947	6.7907399999999996	6.90062	6.50584	6.44048
RN7SL645P	3.6693	3.60704	3.9108400000000003	3.9664699999999997	3.83762	3.40233	3.97436	3.9374	3.5004199999999996	3.8332	3.7218400000000003	3.85837	3.4068699999999996	3.71371	3.5294300000000005	3.7980300000000002	3.7827599999999997	3.78721	3.4696300000000004	4.098	3.7423800000000003
PRSS54	3.28274	3.25854	3.03978	3.27084	2.9592	3.4166	3.17216	3.12561	3.00116	2.7949	3.0812	3.21539	2.9868900000000003	2.65996	2.90789	2.97982	2.81711	3.27864	3.00835	2.96792	3.3480800000000004
RNU6-269P	1.1435899999999999	0.9022700000000001	0.7070489999999999	0.92264	0.745517	0.769407	0.968649	0.9438200000000001	1.0669799999999998	1.26179	1.03324	0.9211219999999999	0.701529	0.86649	0.865584	0.784207	0.8620690000000001	0.972196	0.802628	1.02459	1.04582
CNOT1	8.167019999999999	8.32071	8.459389999999999	8.04552	8.27923	8.34476	8.274469999999999	8.06585	8.304039999999999	7.5865800000000005	8.09194	7.600410000000001	7.79013	8.32525	8.090689999999999	7.9879999999999995	8.01523	8.11868	7.87283	7.6489199999999995	7.97432
SNORA46	4.10805	4.3194099999999995	4.47536	4.20753	4.32974	4.43363	4.61299	4.39109	3.97813	4.597119999999999	3.9559699999999998	4.182930000000001	4.25856	4.1359699999999995	4.280469999999999	4.46464	4.1665	4.01959	3.87615	4.37657	3.96389
SNORA76A	5.85535	5.85813	6.13457	5.7763800000000005	6.046930000000001	5.99287	5.80652	6.03249	5.58205	5.91523	5.8000300000000005	5.14501	5.7714099999999995	5.92404	5.73275	5.94675	6.26516	5.678640000000001	5.44538	5.43053	5.38759
SLC38A7	4.2623	3.8790199999999997	3.96867	4.28884	4.15141	4.1391	4.272469999999999	4.0803	4.2495400000000005	3.8902	3.9946099999999998	4.14409	3.9184900000000003	4.15048	4.073	3.93433	4.208469999999999	4.083080000000001	4.04093	4.3260000000000005	4.38299
GOT2	6.3188699999999995	6.21667	6.2685900000000006	5.75464	6.18083	6.242000000000001	6.19835	5.81399	6.58247	5.0488	5.65414	6.85685	6.1441300000000005	6.914110000000001	5.75507	5.96183	5.80997	6.31701	7.01655	6.17146	6.53642
---	2.82879	2.4817	2.6419900000000003	2.49027	2.6501	2.69267	2.67135	2.27984	2.5969700000000002	2.89472	2.21085	3.1370400000000003	2.6419900000000003	2.6419900000000003	2.56394	2.7976	2.28684	2.8449299999999997	3.22732	2.83648	2.51653
RNU6-1155P	1.4137	1.34185	1.16934	0.879984	1.09379	1.0744799999999999	1.09932	1.0760100000000001	1.09932	1.14534	0.855974	1.24147	1.09932	0.9069149999999999	1.05654	0.701121	1.1421	1.33346	1.09932	1.09932	1.24766
RPS27A	6.032	6.00634	5.6179	5.78866	5.8284199999999995	6.117380000000001	5.847980000000001	5.11109	6.46047	5.7684	5.23515	6.8448	6.0271	7.689310000000001	5.35836	5.94105	5.72501	5.98011	6.530130000000001	6.63722	6.09525
CDH8	2.33208	1.63434	1.60607	1.71422	1.59568	1.7639900000000002	1.53805	1.6521700000000001	1.66405	1.83561	1.61828	1.72773	1.4885899999999999	1.51322	1.6002399999999999	1.6159999999999999	2.10229	1.68766	1.7879200000000002	1.77358	1.90576
RN7SKP76	3.32384	3.45801	3.37183	3.1293	2.87958	3.31734	3.08219	3.20268	3.1293	3.46074	3.13604	3.03401	3.06395	2.8662	2.9988799999999998	3.05068	3.17865	2.9483900000000003	3.21965	3.46023	3.05232
CDH11	2.29006	2.28684	2.28684	2.48703	2.28684	2.34741	2.6374299999999997	2.1398599999999997	1.99383	2.70107	2.11522	2.69845	2.15184	2.22285	2.28684	2.14348	2.29335	2.38044	2.18244	2.4952799999999997	2.25395
BEAN1	4.910080000000001	5.728	5.165019999999999	4.51659	4.53989	4.7365900000000005	4.58881	5.22547	4.50324	4.3994	4.58881	3.7301300000000004	4.91265	3.6184	5.5050300000000005	3.84668	4.79284	4.22487	3.98941	4.323180000000001	4.5166
TK2	6.61649	6.99285	6.24068	5.84944	5.93449	5.76957	5.93369	7.07923	6.672560000000001	5.97539	6.23035	5.07072	6.57865	5.77365	7.525	6.47492	6.545730000000001	5.77736	5.68582	6.0606599999999995	6.37364
